,n,theta,r,t,toughness
54,6,175,2.2,1.4,13.48899982
55,6,175,2.2,1.4,12.40292786
56,6,175,2.2,1.4,16.37818041
57,6,175,2.2,1.05,19.70686035
58,6,175,2.2,1.05,19.31625969
59,6,175,2.2,1.05,17.07134424
60,6,175,2.2,0.7,21.11426736
61,6,175,2.2,0.7,19.72507122
62,6,175,2.2,0.7,19.21437316
63,10,75,2.2,1.05,29.38565798
64,10,75,2.2,1.05,28.25179018
65,10,75,2.2,1.05,25.9285469
66,6,175,2.0,1.4,18.38228342
67,6,175,2.0,1.4,16.31177215
68,6,175,2.0,1.4,20.57800408
69,6,175,2.0,1.05,17.5264161
70,6,175,2.0,1.05,17.30324628
71,6,175,2.0,1.05,17.13837747
72,6,175,2.0,0.7,18.03436356
73,6,175,2.0,0.7,17.10096512
74,6,175,2.0,0.7,18.57465277
75,10,100,2.3,1.05,31.96874948
76,10,100,2.3,1.05,27.17386938
77,10,100,2.3,1.05,31.89632291
78,6,175,1.8,1.4,20.35152813
79,6,175,1.8,1.4,22.86955112
80,6,175,1.8,1.4,28.19387442
81,6,175,1.8,1.05,18.12488509
82,6,175,1.8,1.05,17.10172416
83,6,175,1.8,1.05,17.38876143
84,6,175,1.8,0.7,16.25303968
85,6,175,1.8,0.7,16.17696459
86,6,175,1.8,0.7,15.6975907
87,6,175,1.6,1.4,16.86847969
88,6,175,1.6,1.4,4.48566731
89,6,175,1.6,1.4,18.26674629
90,6,175,1.6,1.05,20.1909625
91,6,175,1.6,1.05,23.82705059
92,6,175,1.6,1.05,19.34627319
93,6,175,1.6,0.7,14.9117021
94,6,175,1.6,0.7,14.39788533
95,6,175,1.6,0.7,15.46033752
96,6,150,2.5,1.4,20.43322464
97,6,150,2.5,1.4,17.82099566
98,6,150,2.5,1.4,16.39896448
99,6,150,2.5,1.05,18.51341047
100,6,150,2.5,1.05,18.11758006
101,6,150,2.5,1.05,20.4220484
102,6,150,2.5,0.7,20.95858163
103,6,150,2.5,0.7,20.19911768
104,6,150,2.5,0.7,17.94230795
105,10,100,1.9,1.4,22.38864355
106,10,100,1.9,1.4,23.9046485
107,10,100,1.9,1.4,22.68859384
108,6,150,2.3,1.4,18.03172451
109,6,150,2.3,1.4,14.86324414
110,6,150,2.3,1.4,15.50390773
111,6,150,2.3,1.05,19.91431001
112,6,150,2.3,1.05,18.46880396
113,6,150,2.3,1.05,17.35029167
114,6,150,2.3,0.7,18.49939449
115,6,150,2.3,0.7,14.02922575
116,6,150,2.3,0.7,17.37752817
117,6,150,2.1,0.7,16.41042719
118,6,150,2.1,0.7,14.95439099
119,6,150,2.1,0.7,14.10560919
120,6,150,2.1,1.05,18.51288508
121,6,150,2.1,1.05,17.20666344
122,6,150,2.1,1.05,16.99550773
123,6,150,1.9,1.4,19.00199987
124,6,150,1.9,1.4,17.5141618
125,6,150,1.9,1.4,16.0481957
126,6,150,1.9,1.05,15.55778051
127,6,150,1.9,1.05,16.20815219
128,6,150,1.9,1.05,15.59957872
129,10,0,2.5,1.05,1.43131911
130,10,0,2.5,1.05,1.264971665
131,10,0,2.5,1.05,1.78869854
132,6,150,1.9,0.7,1.27661952
133,6,150,1.9,0.7,0.537630855
134,6,150,1.9,0.7,0.862449755
135,6,150,1.7,1.4,16.19996728
136,6,150,1.7,1.4,19.47943298
137,6,150,1.7,1.4,19.01081895
138,6,150,1.7,1.05,1.247425855
139,6,150,1.7,1.05,14.79832094
140,6,150,1.7,1.05,15.54963513
141,6,150,1.7,0.7,13.11436394
142,6,150,1.7,0.7,1.01669435
143,6,150,1.7,0.7,0.88429715
144,10,150,2.1,1.4,25.49029507
145,10,150,2.1,1.4,22.4649818
146,10,150,2.1,1.4,21.90865338
147,6,150,1.5,1.4,1.241250395
148,6,150,1.5,1.4,17.35790708
149,6,150,1.5,1.4,18.74742944
150,6,150,1.5,1.05,0.73339565
151,6,150,1.5,1.05,0.937172305
152,6,150,1.5,1.05,0.91101892
153,6,150,1.5,0.7,0.9721676
154,6,150,1.5,0.7,0.735884685
155,6,150,1.5,0.7,0.720294875
156,6,125,2.4,1.4,11.64011261
157,6,125,2.4,1.4,21.97821605
158,6,125,2.4,1.4,20.38441493
159,6,125,2.4,1.05,18.50428299
160,6,125,2.4,1.05,18.76875767
161,6,125,2.4,1.05,17.71837793
162,6,125,2.4,0.7,24.20558826
163,6,125,2.4,0.7,22.96424488
164,6,125,2.4,0.7,21.46815411
165,6,125,2.2,1.4,20.73650342
166,6,125,2.2,1.4,24.61952226
167,6,125,2.2,1.4,19.21279802
168,6,125,2.2,1.05,14.11770208
169,6,125,2.2,1.05,18.51707968
170,6,125,2.2,1.05,18.72782356
171,6,125,2.2,0.7,16.74357002
172,6,125,2.2,0.7,20.49097717
173,6,125,2.2,0.7,20.71585045
174,6,125,2.0,1.4,18.91401758
175,6,125,2.0,1.4,15.76786807
176,6,125,2.0,1.4,16.97832826
177,6,125,2.0,1.05,17.48321147
178,6,125,2.0,1.05,17.50446985
179,6,125,2.0,1.05,18.96923443
180,10,125,2.0,1.4,32.79220122
181,10,125,2.0,1.4,30.95862624
182,10,125,2.0,1.4,28.12012429
183,10,0,2.5,0.7,1.8790985
184,10,0,2.5,0.7,32.49767929
185,10,0,2.5,0.7,2.17018344
186,6,125,2.0,0.7,0.93520637
187,6,125,2.0,0.7,1.64178562
188,6,125,2.0,0.7,1.39624755
189,6,125,1.8,1.4,13.35430999
190,6,125,1.8,1.4,2.021798275
191,6,125,1.8,1.4,13.68365648
192,6,125,1.8,1.05,19.82673045
193,6,125,1.8,1.05,14.75259793
194,6,125,1.8,1.05,13.82702867
195,10,75,2.4,0.7,26.05758587
196,10,75,2.4,0.7,25.08406986
197,10,75,2.4,0.7,18.19590629
198,10,50,2.5,1.05,1.77016859
199,10,50,2.5,1.05,1.90834218
200,10,50,2.5,1.05,8.159024855
201,6,125,1.8,0.7,0.92180845
202,6,125,1.8,0.7,13.29645001
203,6,125,1.8,0.7,0.71230218
204,6,125,1.6,1.4,1.077183595
205,6,125,1.6,1.4,1.07172349
206,6,125,1.6,1.4,13.9894676
207,6,125,1.6,1.05,1.25473141
208,6,125,1.6,1.05,1.96536155
209,6,125,1.6,1.05,13.05591221
210,10,50,2.3,1.05,28.25571177
211,10,50,2.3,1.05,21.92936174
212,10,50,2.3,1.05,23.0185344
213,10,75,2.4,1.05,36.75305072
214,10,75,2.4,1.05,35.97420333
215,10,75,2.4,1.05,31.50348043
216,10,0,2.3,1.05,1.447227795
217,10,0,2.3,1.05,1.57286967
218,10,0,2.3,1.05,1.48189301
219,10,125,1.8,1.4,17.24241632
220,10,125,1.8,1.4,15.23491936
221,10,125,1.8,1.4,16.15506253
222,6,125,1.6,0.7,1.4166949
223,6,125,1.6,0.7,1.58774253
224,6,125,1.6,0.7,1.085871695
225,6,100,2.5,1.4,23.2304953
226,6,100,2.5,1.4,21.9617933
227,6,100,2.5,1.4,19.59464177
228,6,100,2.5,1.05,19.19430635
229,6,100,2.5,1.05,19.53450837
230,6,100,2.5,1.05,20.04377174
231,6,100,2.3,1.4,17.49456493
232,6,100,2.3,1.4,14.64180982
233,6,100,2.3,1.4,16.11451264
234,10,200,1.7,1.4,48.06433862
235,10,200,1.7,1.4,47.68481323
236,10,200,1.7,1.4,23.55279285
237,10,200,1.9,1.4,20.33871995
238,10,200,1.9,1.4,20.81778208
239,10,200,1.9,1.4,19.70498165
240,6,100,2.3,1.05,18.3145061
241,6,100,2.3,1.05,16.70905174
242,6,100,2.3,1.05,14.43700693
243,10,150,1.7,1.4,17.14295674
244,10,150,1.7,1.4,13.60503087
245,10,150,1.7,1.4,30.75323761
246,6,100,2.3,0.7,19.72634797
247,6,100,2.3,0.7,16.99064027
248,6,100,2.3,0.7,17.90994853
249,10,150,1.9,1.4,37.60315188
250,10,150,1.9,1.4,36.36662791
251,10,150,1.9,1.4,36.26241233
252,6,100,2.1,1.05,14.0173637
253,6,100,2.1,1.05,13.92808819
254,6,100,2.1,1.05,14.89652844
255,6,100,2.1,0.7,16.77800679
256,6,100,2.1,0.7,1.67980929
257,6,100,2.1,0.7,13.02767408
258,6,100,1.9,1.4,13.84331533
259,6,100,1.9,1.4,13.56843395
260,6,100,1.9,1.4,13.77882286
261,6,100,1.9,1.05,1.874484205
262,6,100,1.9,1.05,2.571962555
263,6,100,1.9,1.05,12.41231281
264,6,100,1.9,0.7,2.248745235
265,6,100,1.9,0.7,1.657600975
266,6,100,1.9,0.7,1.230991015
267,6,100,1.7,1.4,1.83067924
268,6,100,1.7,1.4,2.522915755
269,6,100,1.7,1.4,9.27425569
270,6,100,1.7,1.05,2.639451635
271,6,100,1.7,1.05,1.58847147
272,6,100,1.7,1.05,2.608886545
273,6,100,1.7,0.7,2.42913609
274,6,100,1.7,0.7,1.86839673
275,6,100,1.7,0.7,2.458336485
276,6,100,1.5,1.4,1.74145084
277,6,100,1.5,1.4,1.667230665
278,6,100,1.5,1.4,1.55379982
279,6,100,1.5,1.05,2.038989845
280,6,100,1.5,1.05,0.929859555
281,6,100,1.5,1.05,1.766962485
282,10,50,2.1,0.7,18.14836186
283,10,50,2.1,0.7,7.8446652
284,10,50,2.1,0.7,8.18131518
285,6,100,1.5,0.7,1.761419435
286,6,100,1.5,0.7,1.043984375
287,6,100,1.5,0.7,1.297602915
288,6,75,2.4,1.4,17.76211779
289,6,75,2.4,1.4,16.50240024
290,6,75,2.4,1.4,18.85629444
291,10,0,2.3,0.7,37.2159395
292,10,0,2.3,0.7,2.030986995
293,10,0,2.3,0.7,8.552942635
294,10,175,2.2,1.4,14.86050651
295,10,175,2.2,1.4,17.46738938
296,10,175,2.2,1.4,24.91481805
297,6,75,2.4,1.05,4.68270893
298,6,75,2.4,1.05,6.161012775
299,6,75,2.4,1.05,19.44473814
300,10,175,2.0,1.4,20.94242387
301,10,175,2.0,1.4,21.50663856
302,10,175,2.0,1.4,34.30511905
303,6,75,2.4,0.7,2.414646575
304,6,75,2.4,0.7,2.74980348
305,6,75,2.4,0.7,3.55753965
306,6,75,2.2,1.4,1.245206375
307,6,75,2.2,1.4,17.23894601
308,6,75,2.2,1.4,11.99178691
309,6,75,2.2,1.05,13.167347
310,6,75,2.2,1.05,3.764273615
311,6,75,2.2,1.05,4.35728777
312,10,175,1.8,1.4,39.76854173
313,10,175,1.8,1.4,24.01394741
314,10,175,1.8,1.4,41.38951944
315,6,75,2.2,0.7,2.28417177
316,6,75,2.2,0.7,2.43745487
317,6,75,2.2,0.7,3.738256045
318,8,25,2.0,1.05,10.70192285
319,8,25,2.0,1.05,15.01512353
320,8,25,2.0,1.05,13.3530951
321,6,75,2.0,1.4,14.5440842
322,6,75,2.0,1.4,2.47596343
323,6,75,2.0,1.4,4.505327385
324,6,75,2.0,1.05,1.844288285
325,6,75,2.0,1.05,1.93924519
326,6,75,2.0,1.05,2.33812806
327,6,75,2.0,0.7,0.70437207
328,6,75,2.0,0.7,1.450135035
329,6,75,2.0,0.7,1.16090386
330,6,75,1.8,1.4,1.307267365
331,6,75,1.8,1.4,2.12653032
332,6,75,1.8,1.4,0.764132035
333,6,75,1.8,1.05,0.955209465
334,6,75,1.8,1.05,0.368262385
335,6,75,1.8,1.05,0.737498875
336,6,75,1.8,0.7,0.49796538
337,6,75,1.8,0.7,0.85857833
338,6,75,1.8,0.7,0.874340925
339,6,75,1.6,1.4,1.129298705
340,6,75,1.6,1.4,1.259409195
341,6,75,1.6,1.4,1.690187665
342,6,75,1.6,1.05,0.62222879
343,6,75,1.6,1.05,1.00228558
344,6,75,1.6,1.05,0.74635778
345,6,75,1.6,0.7,0.56218211
346,6,75,1.6,0.7,0.316275755
347,6,75,1.6,0.7,0.421248255
348,6,50,2.5,1.4,8.263866695
349,6,50,2.5,1.4,10.29284302
350,6,50,2.5,1.4,21.12649344
351,6,50,2.5,1.05,23.65177359
352,6,50,2.5,1.05,22.65485255
353,6,50,2.5,1.05,24.14959018
354,6,50,2.5,0.7,6.389414035
355,6,50,2.5,0.7,8.01391438
356,6,50,2.5,0.7,6.19458219
357,6,50,2.3,1.4,10.26593447
358,6,50,2.3,1.4,17.49258419
359,6,50,2.3,1.4,5.749600085
360,6,50,2.3,1.05,8.36155203
361,6,50,2.3,1.05,4.08230125
362,6,50,2.3,1.05,8.212267235
363,10,25,2.2,1.05,16.47586264
364,10,25,2.2,1.05,29.47288901
365,10,25,2.2,1.05,8.484391765
366,10,25,2.4,1.05,39.37679974
367,10,25,2.4,1.05,36.86394767
368,10,25,2.4,1.05,32.82540015
369,10,25,2.0,0.7,11.28420063
370,10,25,2.0,0.7,9.690962805
371,10,25,2.0,0.7,9.176301185
372,6,50,2.3,0.7,3.208368345
373,6,50,2.3,0.7,4.73968986
374,6,50,2.3,0.7,6.059289655
375,6,50,2.1,1.4,4.324624925
376,6,50,2.1,1.4,4.59804905
377,6,50,2.1,1.4,3.74722125
378,6,50,2.1,1.05,4.159978755
379,6,50,2.1,1.05,4.046561015
380,6,50,2.1,1.05,2.592669905
381,6,50,2.1,0.7,16.00978343
382,6,50,2.1,0.7,4.20246107
383,6,50,2.1,0.7,3.17734853
384,6,50,1.9,1.4,3.17129197
385,6,50,1.9,1.4,1.64671733
386,6,50,1.9,1.4,2.720035715
387,8,25,2.2,1.05,16.83781416
388,8,25,2.2,1.05,28.66445513
389,8,25,2.2,1.05,29.72036515
390,6,50,1.9,1.05,1.733336745
391,6,50,1.9,1.05,2.433453355
392,6,50,1.9,1.05,1.898873585
393,6,50,1.9,0.7,1.670555225
394,6,50,1.9,0.7,2.180233015
395,6,50,1.9,0.7,1.31915937
396,6,50,1.7,1.4,1.22887476
397,6,50,1.7,1.4,0.890335145
398,6,50,1.7,1.4,1.47492584
399,6,50,1.7,1.05,1.856575375
400,6,50,1.7,1.05,1.279980775
401,6,50,1.7,1.05,1.78397391
402,6,50,1.7,0.7,1.280064085
403,6,50,1.7,0.7,1.019549845
404,6,50,1.7,0.7,0.857033345
405,6,50,1.5,1.4,0.600585055
406,6,50,1.5,1.4,0.724918585
407,6,50,1.5,1.4,0.615132955
408,6,50,1.5,1.05,0.80713156
409,6,50,1.5,1.05,0.780913535
410,6,50,1.5,1.05,0.77442139
411,6,50,1.5,0.7,0.911408525
412,6,50,1.5,0.7,0.581434425
413,6,50,1.5,0.7,0.503617945
414,6,25,2.4,1.4,2.401968915
415,6,25,2.4,1.4,24.38383386
416,6,25,2.4,1.4,2.25998876
417,6,25,2.4,1.05,25.05585347
418,6,25,2.4,1.05,14.64715217
419,6,25,2.4,1.05,11.42302692
420,6,25,2.4,0.7,9.40534553
421,6,25,2.4,0.7,14.67360446
422,6,25,2.4,0.7,18.73687729
423,6,25,2.2,1.4,7.91761853
424,6,25,2.2,1.4,8.14951516
425,6,25,2.2,1.4,4.150184395
426,10,50,2.3,0.7,21.43247518
427,10,50,2.3,0.7,25.46623344
428,10,50,2.3,0.7,18.80038505
429,6,25,2.2,1.05,10.57081004
430,6,25,2.2,1.05,11.05566429
431,6,25,2.2,1.05,7.9235667
432,6,25,2.2,0.7,5.9481448
433,6,25,2.2,0.7,7.4399274
434,6,25,2.2,0.7,12.36841071
435,6,25,2.0,1.4,5.21743359
436,6,25,2.0,1.4,5.22735781
437,6,25,2.0,1.4,6.44899864
438,6,25,2.0,1.05,4.80682388
439,6,25,2.0,1.05,4.69724476
440,6,25,2.0,1.05,2.940354025
441,6,25,2.0,0.7,4.561826505
442,6,25,2.0,0.7,4.76432071
443,6,25,2.0,0.7,3.88626849
444,6,25,1.8,1.4,3.181724645
445,6,25,1.8,1.4,2.73639597
446,6,25,1.8,1.4,2.45040998
447,6,25,1.8,1.05,2.725128695
448,6,25,1.8,1.05,3.318807365
449,6,25,1.8,1.05,4.24364418
450,6,25,1.8,0.7,2.77622403
451,6,25,1.8,0.7,2.30229922
452,6,25,1.8,0.7,1.504651125
453,6,25,1.6,1.4,1.464165225
454,6,25,1.6,1.4,2.359961675
455,6,25,1.6,1.4,1.696675845
456,6,25,1.6,1.05,1.901228995
457,6,25,1.6,1.05,1.67985751
458,6,25,1.6,1.05,1.83385039
459,6,25,1.6,0.7,1.321202445
460,6,25,1.6,0.7,1.45386602
461,6,25,1.6,0.7,2.09663152
462,6,0,2.5,1.4,1.724510655
463,6,0,2.5,1.4,1.921319615
464,6,0,2.5,1.4,36.25217858
465,6,0,2.5,1.05,27.71493771
466,6,0,2.5,1.05,30.27901031
467,6,0,2.5,1.05,11.31234055
468,6,0,2.5,0.7,27.27353061
469,6,0,2.5,0.7,24.97148829
470,6,0,2.5,0.7,30.26843881
471,6,0,2.3,1.4,2.18745377
472,6,0,2.3,1.4,1.90549201
473,6,0,2.3,1.4,2.02903116
474,6,0,2.3,1.05,11.98794863
475,6,0,2.3,1.05,23.58202299
476,6,0,2.3,1.05,32.23955734
477,6,0,2.3,0.7,22.63629481
478,6,0,2.3,0.7,21.77185393
479,6,0,2.3,0.7,5.017847775
480,6,0,2.1,1.4,2.06551135
481,6,0,2.1,1.4,7.22210682
482,6,0,2.1,1.4,7.735849185
483,10,25,2.4,0.7,40.1337563
484,10,25,2.4,0.7,40.29677286
485,10,25,2.4,0.7,31.26961212
486,6,0,2.1,1.05,7.63448638
487,6,0,2.1,1.05,9.14252845
488,6,0,2.1,1.05,6.771103375
489,6,0,2.1,0.7,6.113001335
490,6,0,2.1,0.7,17.24322518
491,6,0,2.1,0.7,17.42102897
492,10,25,2.2,0.7,28.61980338
493,10,25,2.2,0.7,26.9895793
494,10,25,2.2,0.7,23.76283092
495,8,50,2.5,1.05,23.23553062
496,8,50,2.5,1.05,23.17921309
497,8,50,2.5,1.05,21.22377998
498,12,50,2.5,1.4,1.24842055
499,12,50,2.5,1.4,1.302218465
500,12,50,2.5,1.4,1.492311205
501,6,0,1.9,1.4,5.13711498
502,6,0,1.9,1.4,4.685755775
503,6,0,1.9,1.4,6.652394795
504,6,0,1.9,1.05,6.545940435
505,6,0,1.9,1.05,4.861726245
506,6,0,1.9,1.05,2.966058095
507,6,0,1.9,0.7,5.62889179
508,6,0,1.9,0.7,3.623287735
509,6,0,1.9,0.7,3.576849065
510,6,0,1.7,1.4,2.661723075
511,6,0,1.7,1.4,2.61173793
512,6,0,1.7,1.4,2.328659075
513,6,0,1.7,1.05,3.748405035
514,6,0,1.7,1.05,2.907952235
515,6,0,1.7,1.05,2.933434265
516,6,0,1.7,0.7,3.64273758
517,6,0,1.7,0.7,2.57058053
518,6,0,1.7,0.7,3.09425671
519,10,50,2.5,0.7,35.44502725
520,10,50,2.5,0.7,29.85900814
521,10,50,2.5,0.7,17.63498946
522,8,0,2.5,1.05,1.890725635
523,8,0,2.5,1.05,1.540877455
524,8,0,2.5,1.05,2.239210555
525,6,0,1.5,1.4,1.144337785
526,6,0,1.5,1.4,1.22198518
527,6,0,1.5,1.4,1.66416987
528,8,0,2.3,1.05,2.185516945
529,8,0,2.3,1.05,1.757085215
530,8,0,2.3,1.05,1.61534906
531,6,0,1.5,1.05,1.60756105
532,6,0,1.5,1.05,1.40763682
533,6,0,1.5,1.05,1.204278305
534,8,50,2.3,1.05,5.279049785
535,8,50,2.3,1.05,6.793946615
536,8,50,2.3,1.05,19.8553271
537,6,100,2.5,0.7,20.8723812
538,6,100,2.5,0.7,20.82913473
539,6,100,2.5,0.7,22.08445189
540,6,0,1.5,0.7,1.14466667
541,6,0,1.5,0.7,1.276972545
542,6,0,1.5,0.7,0.984718805
543,6,200,1.5,0.7,14.96221898
544,6,200,1.5,0.7,13.58270496
545,6,200,1.5,0.7,15.7409393
546,6,150,2.1,1.4,17.18467533
547,6,150,2.1,1.4,14.66813147
548,6,150,2.1,1.4,16.09093879
549,10,175,1.6,1.4,23.0666609
550,10,175,1.6,1.4,22.66918814
551,10,175,1.6,1.4,24.08115478
552,12,150,2.5,1.05,1.556686305
553,12,150,2.5,1.05,15.7435385
554,12,150,2.5,1.05,20.7900743
555,6,100,2.1,1.4,13.71482183
556,6,100,2.1,1.4,15.59499058
557,6,100,2.1,1.4,17.55796323
558,8,25,2.4,1.05,27.7911449
559,8,25,2.4,1.05,36.84660789
560,8,25,2.4,1.05,36.1300039
